rid,suburbname,postcode,state,startdate,enddate,lastupdate,msoid,centroidid,shapeuuid,changetype,processstate,urbanity,Shape__Length,Shape__Area,cadid,createdate,modifieddate,lganame,councilname,abscode,ltocode,vgcode,wbcode
16039,HORNINGSEA PARK,2171,2,20200923091835,30000101000000,20200923091905.586000,1120,,87e3a24c-ce0b-3a3a-a704-9c80f52221ac,M,,U,7480.188396089884,2112839.4870769163,108030654,19961220102543,20200923091713,,,,,,
16167,CAMMERAY,2062,2,20201007075957,30000101000000,20201007080037.661000,64,,6aa16921-a41c-30cd-9a41-c6fbf627e5b4,M,,U,8544.53612543963,2258316.8648213684,108029598,19950728000000,20201007075846,,,,,,
16177,POINT PIPER,2027,2,20201007112007,30000101000000,20201007112036.210000,1236,,d4080e7f-6c9a-3afe-b13d-3784cbe4daea,M,,U,4687.752438206944,511864.9329173376,108030770,19950728000000,20201007111932,,,,,,
16198,CECIL PARK,2178,2,20201009145522,30000101000000,20201009145706.953000,138,,6a05eafa-e10e-3d77-9016-77cb2bceb944,M,,R,34943.29320513034,20997386.06832716,108029672,19950728000000,20201009145311,,,,,,
16205,MCMAHONS POINT,2060,2,20201012135119,30000101000000,20201012135134.085000,65,,c1da7b59-8c70-392b-b3ed-f17f93eca019,M,,U,4478.987447160535,513219.56365095184,108029599,19950728000000,20201012135044,,,,,,
16245,ARNCLIFFE,2205,2,20201016075024,30000101000000,20201016075344.165000,104,,a5cd4e0c-2702-3666-966a-a6a79f2c3c21,M,,U,13048.2910504081,4331085.848785058,108029638,19950728000000,20201016074956,,,,,,
16246,HOXTON PARK,2171,2,20201015173129,30000101000000,20201016075313.758000,144,,b9566392-df5e-3a7b-82e4-259949b01acb,M,,U,8622.509952797807,2247412.742688764,108029678,19950728000000,20201015173039,,,,,,
16255,NEWTOWN,2042,2,20201015094901,30000101000000,20201016074004.850000,3568,,db85b2be-0b76-35a2-a196-bd67ca4a2c9d,M,,U,9900.31434988561,2308173.452269433,108033102,19950728000000,20201015094833,,,,,,
16256,TURRELLA,2205,2,20201016075024,30000101000000,20201016075344.231000,3576,,90c2f862-5f7f-3c2a-a239-7e09a8581c7b,M,,U,5462.214845632334,885542.0607845649,108033110,19950728000000,20201016074956,,,,,,
16257,PRESTONS,2170,2,20201015173129,30000101000000,20201016075313.811000,3615,,2ac33d7a-fb1b-36de-9137-5ef00ccf57bd,M,,U,19039.423451159728,13445280.779709226,108033149,19950728000000,20201015173039,,,,,,
16346,HUNTERS HILL,2110,2,20201028123028,30000101000000,20201028123038.292000,57,,5a1e7bb2-6da2-33a4-97ad-586f3beb0d71,M,,U,17390.267700909746,5196274.717162836,108029591,19950728000000,20201028122957,,,,,,
16353,MOSMAN,2088,2,20201028141044,30000101000000,20201028141113.022000,3533,,0e3a5ecf-9f1d-36d9-97f0-999cbbaaa01b,M,,U,28285.614108983063,12358978.661364447,108033067,19950728000000,20201028140955,,,,,,
16379,MARSFIELD,2122,2,20201103074529,30000101000000,20201103151845.579000,3540,,b9609add-8717-366e-9601-e65b6b3c4205,M,,U,15692.968183749317,5617128.53993858,108033074,19950728000000,20201103074501,,,,,,
16380,RYDE,2112,2,20201103074529,30000101000000,20201103151845.617000,3541,,6e52e556-b808-3a9d-8f09-adea959f6399,M,,U,20952.49859664646,10294022.737581203,108033075,19950728000000,20201103074501,,,,,,
16383,CONDELL PARK,2200,2,20201105093307,30000101000000,20201105093317.399000,82,,bf9a118e-69c0-38f3-8cd3-65ab394fbba7,M,,U,11522.151449633748,5592350.968010453,108029616,19950728000000,20201105093239,,,,,,
16406,QUAKERS HILL,2763,2,20201106153813,30000101000000,20201106153821.930000,1322,,73597f2a-a27f-3c24-a3fd-5c588d0a2925,M,,U,20808.298806837953,13386620.660074128,108030856,19950728000000,20201106153748,,,,,,
16424,DOUBLE BAY,2028,2,20201110093843,30000101000000,20201110093858.256000,79,,aaf83a7d-51da-3cbb-b767-1a8c0d6382c6,M,,U,9301.221542183503,1140853.512999362,108029613,19950728000000,20201110093803,,,,,,
16429,DARLING POINT,2027,2,20201110093843,30000101000000,20201110093858.320000,3548,,d8817faa-5783-3f8d-b7d0-9f1a65e8439a,M,,U,6273.013929878319,968674.1703829762,108033082,19950728000000,20201110093803,,,,,,
16453,TENNYSON POINT,2111,2,20201112150955,30000101000000,20201112151009.062000,72,,e012d75c-3abd-390a-b813-b331ab521510,M,,U,4315.782094071836,636462.5593010457,108029606,19950728000000,20201112150851,,,,,,
16543,CREMORNE,2090,2,20201127073601,30000101000000,20201127073922.410000,2377,,93787617-6789-3f54-9156-9ba4e92a3789,M,,U,9045.506702964478,2373063.45180164,108031911,19950728000000,20201127073517,,,,,,
16544,NEUTRAL BAY,2089,2,20201127073601,30000101000000,20201127073922.476000,2379,,8575b578-2113-39a0-8037-00352b61221b,M,,U,6887.7786811219985,1858819.7515503054,108031913,19950728000000,20201127073517,,,,,,
16545,KURRABA POINT,2089,2,20201127142554,30000101000000,20201127142600.072000,5950,,d7d320dc-fbcd-3609-bebe-ec1581ef3ed5,M,,U,3405.1215444559944,350949.98735157406,164196276,20100607201709,20201127142520,,,,,,
16551,CHISWICK,2046,2,20201127154703,30000101000000,20201127154732.134000,3523,,6d927054-dec1-3258-be8e-1cb76fae3b19,M,,U,4388.697209683939,721317.0997653634,108033057,19950728000000,20201127154632,,,,,,
16626,STANMORE,2048,2,20201209145931,30000101000000,20201209150444.079000,2413,,441a6f05-0146-3465-ba57-60860aaf148c,M,,U,7326.679754181475,1784294.2113660085,108031947,19950728000000,20201209145853,,,,,,
16627,CAMPERDOWN,2050,2,20201209145931,30000101000000,20201209150444.120000,3566,,e8a1031f-4571-3774-b1f3-f85a033186f4,M,,U,8466.067292136137,2160757.1169552193,108033100,19950728000000,20201209145853,,,,,,
16634,OXFORD FALLS,2100,2,20201210133401,30000101000000,20201210133722.399000,1203,,e82da27c-f15b-3044-8747-c6ed73fd99d5,M,,R,18303.60913241328,9671919.090134408,108030737,19950728000000,20201210133124,,,,,,
16674,WESTMEAD,2145,2,20201216125832,30000101000000,20201216125857.032000,2472,,b94552c7-6389-316b-8d5a-8192c58cda24,M,,U,11905.429215734126,4246294.138724307,108032006,19950728000000,20201216125808,,,,,,
16694,ALEXANDRIA,2015,2,20201218163846,30000101000000,20201218164048.627000,2411,,7956d165-2c45-37c6-9ea9-fde351b83505,M,,U,12277.419067704592,5129069.625199589,108031945,19950728000000,20201218163508,,,,,,
16695,WATERLOO,2017,2,20201218163846,30000101000000,20201218164048.670000,2423,,5f5af8a0-4561-37b6-bd6a-bb7a70ed1ad9,M,,U,5785.04075645022,1667138.611395305,108031957,19950728000000,20201218163508,,,,,,
16810,BALMAIN,2041,2,20210118123729,30000101000000,20210118123759.617000,2375,,6c6f734c-f7bc-371d-a6b6-53c344d9b512,M,,U,9989.409882503249,2252189.023873634,108031909,19950728000000,20210118123647,,,,,,
16837,COLLAROY,2097,2,20210120123110,30000101000000,20210120123140.690000,3719,,9fa8a7c8-7139-3edd-92be-60d8e39063e2,M,,U,12355.307101604798,3965079.6277280403,108033253,19950728000000,20210120122948,,,,,,
16966,ALLAMBIE HEIGHTS,2100,2,20210209121601,30000101000000,20210209122011.878000,1232,,8fdc47d3-b1f7-33e8-862f-d51473bbb80f,M,,R,17064.867668726663,9485903.142169544,108030766,19950728000000,20210209121430,,,,,,
16985,FRENCHS FOREST,2086,2,20210210194937,30000101000000,20210210195022.467000,46,,947c1f12-e96b-3387-b495-0b2db69e2c7d,M,,U,27389.595961715448,12176114.035979128,108029580,19950728000000,20210210194803,,,,,,
17092,ENMORE,2042,2,20210225110546,30000101000000,20210225110606.681000,98,,2e269d95-267a-31ae-9773-a5032bb95709,M,,U,6258.103215002507,621916.0367860887,108029632,19950728000000,20210225110442,,,,,,
17093,MARRICKVILLE,2204,2,20210225110546,30000101000000,20210225110606.732000,2412,,d646e7ed-c682-3c1c-84d0-d89878f1d826,M,,U,15835.412226908722,8375599.4858843945,108031946,19950728000000,20210225110442,,,,,,
17134,BEACON HILL,2100,2,20210304134843,30000101000000,20210304134858.929000,45,,4a7465cc-ea6e-3950-ac5d-365a00442af3,M,,U,11808.044941273352,4027028.1585107995,108029579,19950728000000,20210304134745,,,,,,
17162,BEECROFT,2119,2,20210309085513,30000101000000,20210309085531.683000,39,,32cf8867-fa40-3ddf-a582-bc2e5554e953,M,,U,17126.909117347506,6987500.600431565,108029573,19950728000000,20210309085341,,,,,,
17163,WEST PENNANT HILLS,2125,2,20210309085513,30000101000000,20210309085531.749000,2352,,31bfbb21-a1a3-35b3-aa9e-33719286168a,M,,U,20184.950508501748,13642551.169544792,108031886,19950728000000,20210309085341,,,,,,
17178,BROOKVALE,2100,2,20210311072919,30000101000000,20210311081233.789000,1409,,b7ae0e3d-3ad1-3a5c-a2ea-fb6c76715a9e,M,,U,10999.901081659858,3174390.622386719,108030943,19950728000000,20210311072628,,,,,,
17179,NARRAWEENA,2099,2,20210311072919,30000101000000,20210311081233.842000,3720,,037b836d-c993-3b8b-bfb8-ffea5043fe22,M,,U,8337.633240280116,2542988.4522990566,108033254,19950728000000,20210311072628,,,,,,
17181,LANE COVE,2066,2,20210311161646,30000101000000,20210311161657.912000,2373,,127ce2ed-b8b9-34d6-aa3a-2fff69050596,M,,U,10531.150204953768,3749966.9447812126,108031907,19950728000000,20210311161558,,,,,,
17212,ROSE BAY,2029,2,20210317153348,30000101000000,20210317153412.075000,1279,,fb66d240-4ec8-3ede-b39b-ccf999d2a1c1,M,,U,13566.07534212893,3645864.960984403,108030813,19950728000000,20210317153225,,,,,,
17214,NORTH CURL CURL,2099,2,20210317154836,30000101000000,20210317154902.864000,253,,36df9f58-1256-30bf-994c-d53f47a8e54f,M,,U,9313.491567146375,2120306.248666365,108029787,19950728000000,20210317154727,,,,,,
17215,DEE WHY,2099,2,20210317154836,30000101000000,20210317154902.914000,1407,,4c7b493e-aaa1-3930-995b-66ac91965efb,M,,U,13770.729201315178,4929826.34745699,108030941,19950728000000,20210317154727,,,,,,
17247,LILYFIELD,2040,2,20210322092449,30000101000000,20210322092526.987000,2376,,21ae6f8e-3314-3c32-b503-600315547c8a,M,,U,10349.17925334849,3199306.5289896284,108031910,19950728000000,20210322092345,,,,,,
17248,ROZELLE,2039,2,20210322092449,30000101000000,20210322092527.044000,3532,,6b0de6b6-92fb-3ced-8e2b-858aafa58bad,M,,U,10723.213234746838,2571585.457240237,108033066,19950728000000,20210322092345,,,,,,
17266,DRUMMOYNE,2047,2,20210324095142,30000101000000,20210324095216.894000,54,,ab307ddc-c001-3958-850d-5fbe8a82c286,M,,U,11704.205216526387,3272090.843825867,108029588,19950728000000,20210324094948,,,,,,
17279,CROWS NEST,2065,2,20210326101425,30000101000000,20210326101447.451000,1221,,0e52a145-cb97-347d-b55d-44ad7f824292,M,,U,5344.094066809929,1114203.072942191,108030755,19950728000000,20210326101317,,,,,,
17280,NORTH SYDNEY,2060,2,20210326101425,30000101000000,20210326101447.513000,3535,,aff3de58-f255-313d-80f3-27069ef8278a,M,,U,10369.196166108495,2134084.324450458,108033069,19950728000000,20210326101317,,,,,,
17285,KOGARAH,2217,2,20210329111800,30000101000000,20210329111832.677000,1252,,b6c7fb02-38c9-3dd7-a58e-5bd142fd2899,M,,U,11987.339180886045,3865344.036894331,108030786,19950728000000,20210329111659,,,,,,
17288,BEXLEY,2207,2,20210329111800,30000101000000,20210329111832.744000,3574,,744f3973-0154-38a9-95fb-e7fc2885da47,M,,U,15417.935008708253,6297878.471603016,108033108,19950728000000,20210329111659,,,,,,
17309,REVESBY,2212,2,20210331100810,30000101000000,20210331100838.866000,2398,,98c348c2-226d-39ad-85d9-b8cd854810c8,M,,U,21760.09964464959,8175543.202654679,108031932,19950728000000,20210331100704,,,,,,
17311,BANKSTOWN,2200,2,20210331100810,30000101000000,20210331100838.920000,3550,,ba7ab8fd-6b00-3a8c-9a0e-9682d564ead2,M,,U,22697.069931863978,9415579.479005054,108033084,19950728000000,20210331100704,,,,,,
17337,BLACKTOWN,2148,2,20210406170518,30000101000000,20210406170555.029000,149,,1c76fc6c-b28e-34e5-ae48-8b8accffe34c,M,,U,30743.433349016173,23063278.721256178,108029683,19950728000000,20210406170325,,,,,,
17338,SEVEN HILLS,2147,2,20210406170518,30000101000000,20210406170555.092000,2467,,a5f5f367-d5e7-3846-8b7c-cc658d9e8977,M,,U,23291.8830991659,14038065.63764863,108032001,19950728000000,20210406170325,,,,,,
17373,SEAFORTH,2092,2,20210409120424,30000101000000,20210409120459.789000,1220,,f5d6f915-aae5-3322-8726-c10e9b1188a7,M,,U,11666.903087723089,4426519.13266384,108030754,19950728000000,20210409120238,,,,,,
17374,MIDDLE HARBOUR,,2,20210409120424,30000101000000,20210409120459.988000,2372,,191d42a8-dd8b-3405-9305-bb6fea87e665,M,,U,66849.50696856128,10901015.102247322,108031906,19950728000000,20210409120238,,,,,,
17441,NORTH MANLY,2100,2,20210421175444,30000101000000,20210421175644.950000,1410,,a9f14d41-1fb6-3c6b-bb38-3743ae28df84,M,,U,9763.798484435627,1761849.6950523313,108030944,19950728000000,20210421175309,,,,,,
17465,NORTH BALGOWLAH,2093,2,20210423094019,30000101000000,20210423094038.925000,76,,4b6839c7-33c9-3f83-8439-7cdff429c030,M,,U,6241.361132009781,1634960.0920766287,108029610,19950728000000,20210423093911,,,,,,
17466,MANLY VALE,2093,2,20210423094019,30000101000000,20210423094038.988000,252,,00b0a728-89b8-373a-baac-de1bbddce46e,M,,U,7359.695773086197,2409347.7209403515,108029786,19950728000000,20210423093911,,,,,,
17467,BARANGAROO,2000,2,20210426081933,30000101000000,20210426082005.748000,5905,,603b24fb-81c5-38c0-9575-7bb64cfb8378,M,,R,3572.848704322116,329388.4138823961,159109670,20071005154107,20210426081756,,,,,,
17558,GRANVILLE,2142,2,20210503120325,30000101000000,20210503120352.838000,1212,,4fa12b52-a006-3e2b-aa70-fa76443202d0,M,,U,15829.64301032821,4779469.604280705,108030746,19950728000000,20210503120213,,,,,,
17561,MERRYLANDS,2160,2,20210503120325,30000101000000,20210503120352.921000,2471,,9ccc7fc4-811b-3e54-9f97-56df4229eb11,M,,U,20935.83177034126,9755350.053314967,108032005,19950728000000,20210503120213,,,,,,
17571,FRESHWATER,2096,2,20210504115407,30000101000000,20210504115426.283000,3722,,3a1583d3-857b-3418-ae96-8440a684c1c1,M,,U,9876.031974801112,2668345.9201474604,108033256,19950728000000,20210504115317,,,,,,
17573,QUEENSCLIFF,2096,2,20210504115407,30000101000000,20210504115426.326000,4615,,ba063d0c-6636-344f-8a83-ad2a48fc050c,M,,U,4242.412890584576,640426.0002296222,108034149,20020722133208,20210504115317,,,,,,
17594,WENTWORTHVILLE,2145,2,20210506105128,30000101000000,20210506105139.725000,1315,,de827c31-c614-3a9b-9d08-c2b4bba5b680,M,,U,13003.688517571924,4497738.696375378,108030849,19950728000000,20210506105040,,,,,,
17596,CONSTITUTION HILL,2145,2,20210506105128,30000101000000,20210506105139.769000,4688,,7c513a36-a74d-3475-b4c9-66b65977e7c9,M,,U,6976.0048495627325,1789941.6382181463,153803198,20060726065518,20210506105040,,,,,,
17697,EPPING,2121,2,20210517165125,30000101000000,20210517165338.782000,56,,4dc808bf-6f8d-3cbe-b656-b4933cb3c5f9,M,,U,18388.123358172314,10024148.614364527,108029590,19950728000000,20210517165041,,,,,,
17724,BASS HILL,2197,2,20210524074513,30000101000000,20210524074531.451000,1238,,3a2cad59-1977-3bb9-90ca-2ea2c5ff0d09,M,,U,13979.594967137924,4315515.719506699,108030772,19950728000000,20210524074439,,,,,,
17725,GEORGES HALL,2198,2,20210524074513,30000101000000,20210524074531.511000,2396,,a3d0cddb-ed2b-3316-9283-10a9a654da41,M,,U,12767.221588096325,4788831.834178111,108031930,19950728000000,20210524074439,,,,,,
17733,HORSLEY PARK,2175,2,20210524155947,30000101000000,20210524160000.868000,155,,166e317b-1fe9-3acd-ac62-ed4969e8b10b,M,,R,26498.655407110175,31940272.035359595,108029689,19950728000000,20210524155907,,,,,,
17749,REVESBY HEIGHTS,2212,2,20210526135158,30000101000000,20210526135203.147000,3554,,6625e1de-cb42-353d-b0b7-1c994b0a250c,M,,U,6334.829500228039,1480393.167018509,108033088,19950728000000,20210526135116,,,,,,
17782,LEWISHAM,2049,2,20210601184401,30000101000000,20210601184430.458000,1255,,62e3c721-ce88-3c62-bd3e-1b338ed9bebd,M,,U,4790.79063146023,920724.9441544802,108030789,19950728000000,20210601184319,,,,,,
17783,SUMMER HILL,2130,2,20210601184401,30000101000000,20210601184430.511000,2394,,730f0d62-ca67-3e1b-9ec4-018a149af0de,M,,U,6551.570196380528,1764688.1673138465,108031928,19950728000000,20210601184319,,,,,,
17784,POTTS HILL,2143,2,20210602123937,30000101000000,20210602124014.945000,84,,9ed01583-4f61-324f-b093-dded1ee39751,M,,U,5767.0803125851335,1610369.6667933504,108029618,19950728000000,20210602123906,,,,,,
17785,BIRRONG,2143,2,20210602123937,30000101000000,20210602124014.999000,2395,,63cef926-39e3-387a-ae57-20f0fe9d59fa,M,,U,6196.956822909777,1720286.9631693414,108031929,19950728000000,20210602123906,,,,,,
17788,DUNDAS VALLEY,2117,2,20210602153616,30000101000000,20210602153640.935000,1224,,784b4699-e90a-3815-8bf7-1d97710440b3,M,,U,10197.53426710087,2556061.775536063,108030758,19950728000000,20210602153549,,,,,,
17789,TELOPEA,2117,2,20210602153616,30000101000000,20210602153640.998000,4690,,591ebea8-08f5-3f71-a2ed-659e79f233bd,M,,U,10226.665451305515,2240281.2302502817,154042036,20060809093518,20210602153549,,,,,,
17806,ERSKINEVILLE,2043,2,20210604120843,30000101000000,20210604120908.309000,108,,ae24ea9e-83fc-35b4-a16a-39a172221da1,M,,U,5401.542716435476,1189055.421124246,108029642,19950728000000,20210604120807,,,,,,
17807,ST PETERS,2044,2,20210604120843,30000101000000,20210604120908.345000,1256,,274e278b-d844-3fb3-a2c5-28f79b8cdb44,M,,U,7750.017515380804,2576040.508901394,108030790,19950728000000,20210604120807,,,,,,
17822,PANANIA,2213,2,20210607155324,30000101000000,20210607155338.122000,2397,,a7c13f8b-ed66-38ea-a30f-f291eaed9778,M,,U,15692.833348365148,6827602.795986937,108031931,19950728000000,20210607155254,,,,,,
17823,PICNIC POINT,2213,2,20210607155324,30000101000000,20210607155338.157000,3553,,08a233ab-efa4-3d55-a128-9a7e452e56d1,M,,R,13531.242028968401,5522663.430766276,108033087,19950728000000,20210607155254,,,,,,
17835,PYMBLE,2073,2,20210608153421,30000101000000,20210608153453.415000,43,,c8437737-8f67-39f4-bbfe-830ecaee8bc1,M,,U,18876.10627982582,9458641.332004718,108029577,19950728000000,20210608153336,,,,,,
17836,KILLARA,2071,2,20210608194038,30000101000000,20210608194050.834000,58,,741fee86-aabc-39d9-9592-3146fd5f3628,M,,U,18118.64031897562,6729635.738812389,108029592,19950728000000,20210608194024,,,,,,
17837,WEST PYMBLE,2073,2,20210608194038,30000101000000,20210608194050.871000,2358,,c83625d4-4673-3435-b990-e9a3617811f9,M,,U,12212.78632072659,5359977.776139849,108031892,19950728000000,20210608194024,,,,,,
17848,ABBOTSBURY,2176,2,20210609154728,30000101000000,20210609154748.950000,136,,44d43aac-5ea7-3bf9-9fb2-f48c358fa22a,M,,U,15168.644679118583,7213394.94029798,108029670,19950728000000,20210609154635,,,,,,
17849,CECIL HILLS,2171,2,20210609154728,30000101000000,20210609154748.985000,1299,,691d2a3b-be07-32ec-9af5-8cc6abe33ac3,M,,U,14562.945965620796,8936037.914608985,108030833,19950728000000,20210609154635,,,,,,
17850,NORTH ROCKS,2151,2,20210609191730,30000101000000,20210609191756.153000,50,,35df569e-6d9e-31d6-9e86-8efdc738343b,M,,U,18788.208982989225,7921287.069050741,108029584,19950728000000,20210609191707,,,,,,
17855,BAULKHAM HILLS,2153,2,20210609191730,30000101000000,20210609191756.218000,1206,,9b1b079a-45b9-3422-bb46-e431eec8da5a,M,,U,21529.061548863905,19901858.87636423,108030740,19950728000000,20210609191707,,,,,,
17856,CARLINGFORD,2118,2,20210609191730,30000101000000,20210609191756.270000,2363,,2309c720-5cc8-36c9-9904-ab50f74cf056,M,,U,28987.829779325788,12374863.695716798,108031897,19950728000000,20210609191707,,,,,,
17857,FAIRFIELD,2165,2,20210609222031,30000101000000,20210609222043.752000,2452,,be5a1710-c09e-3c66-b125-c83c4864b6f1,M,,U,16074.75067008551,6473941.349269417,108031986,19950728000000,20210609222005,,,,,,
17859,YENNORA,2161,2,20210609222031,30000101000000,20210609222043.812000,3625,,48c7f693-272e-31e3-a4b8-023bf6746849,M,,U,10971.911067885669,3945304.561951747,108033159,19950728000000,20210609222005,,,,,,
17866,DUNDAS,2117,2,20210610125421,30000101000000,20210610125435.573000,67,,02162b86-2e62-3330-9d62-57e5a0dc2579,M,,U,10719.963240113171,2078706.0495193866,108029601,19950728000000,20210610125336,,,,,,
17869,RYDALMERE,2116,2,20210610125421,30000101000000,20210610125435.619000,2382,,fc6bda13-fa6f-395d-9c00-eb575250f29f,M,,U,11322.223734583662,5187015.515171324,108031916,19950728000000,20210610125336,,,,,,
17877,YAGOONA,2199,2,20210611144802,30000101000000,20210611144819.072000,85,,ba5288a1-8f4d-35aa-8616-d5c5815295dc,M,,U,17507.55172754485,6715095.362151695,108029619,19950728000000,20210611144738,,,,,,
17899,STRATHFIELD SOUTH,2136,2,20210615193634,30000101000000,20210615193652.417000,110,,21559bd6-8616-36a2-8e38-d74102f4b314,M,,U,11081.924865716464,3722639.800876877,108029644,19950728000000,20210615193558,,,,,,
17901,GREENACRE,2190,2,20210615193634,30000101000000,20210615193652.456000,1239,,7ba45bf6-db36-3aa6-a42a-80c649f2afd3,M,,U,17848.58416118629,10633491.986757213,108030773,19950728000000,20210615193558,,,,,,
17902,ROOTY HILL,2766,2,20210615203632,30000101000000,20210615203651.581000,1310,,1b60b66c-25d4-3de3-8bee-63d8f316cfbf,M,,U,14495.536545908219,10013704.565566275,108030844,19950728000000,20210615203610,,,,,,
17905,CHELTENHAM,2119,2,20210615203857,30000101000000,20210615203924.275000,2369,,9e1d8c6d-dc27-3172-84a7-5399cc8a5225,M,,U,9770.135835565321,2511411.34497389,108031903,19950728000000,20210615203831,,,,,,
17908,PENNANT HILLS,2120,2,20210615203857,30000101000000,20210615203924.351000,3510,,26b088e2-9f93-33ed-b936-f5755dfe90fb,M,,U,21904.03237967655,8964609.36946572,108033044,19950728000000,20210615203831,,,,,,
17909,PLUMPTON,2761,2,20210615203632,30000101000000,20210615203651.627000,3622,,6a09fe21-c893-3f2e-a478-23baf2e3e17d,M,,U,8450.201641583775,4373292.571682473,108033156,19950728000000,20210615203610,,,,,,
17930,DENHAM COURT,2565,2,20210616163009,30000101000000,20210616163024.202000,1283,,3591c3c1-0caa-3f53-8dd9-09bbf11ad542,M,,R,24176.707092577755,19474451.555519983,108030817,19950728000000,20210616162928,,,,,,
17931,CHESTER HILL,2162,2,20210616225820,30000101000000,20210617073931.294000,49,,74cd15ce-537e-3dc2-b1bb-10838a132286,M,,U,17172.51911637532,5901460.532759211,108029583,19950728000000,20210616225801,,,,,,
17934,GUILDFORD,2161,2,20210616225820,30000101000000,20210617073931.338000,2470,,826d99aa-25fb-3632-80ae-457bb2ea6169,M,,U,17836.528276647758,8611278.961190168,108032004,19950728000000,20210616225801,,,,,,
17941,NORTH STRATHFIELD,2137,2,20210617120437,30000101000000,20210617120515.466000,53,,5f6edbd2-ee89-342a-8fb7-49e66a458ecf,M,,U,6738.315892300436,1399149.3471530844,108029587,19950728000000,20210617120358,,,,,,
17945,HOMEBUSH,2140,2,20210617120437,30000101000000,20210617120515.505000,2387,,415c12f4-2f6b-3178-b3cf-ba39c88b4870,M,,U,11877.013894533377,3117103.24413803,108031921,19950728000000,20210617120358,,,,,,
